id,quest_component_id,speech,npc_id,next_bubble,is_start,sound_id,npc_spawner_id,angle,chat_bubble_kind_id,facial,npc_group_id,camera_id,change_speaker_name
1866,834,/결론 우리가 조사한 바로는 이 환상 습지대는 이곳을 배회하는 |nn;@NPC_NAME(556)|r 때문에 생긴 거예요.,6487,5477,t,,0,0,1,npc_sad,,,
1868,1090,"/박수 큰일을 해주셨어요. 비록 이 숲이 고향에 돌아가기 전까지 지나쳐 가기만 할 유배지나 다름없지만, 그래도 다후타 여신의 세력은 어디에서건 뿌리 뽑아야죠.",6487,0,t,,0,0,1,npc_smile,,,
1921,1609,"/감사 아니, 이 구하기 어려운 걸 가져다주시다니! 고마워요. 이 @ITEM_NAME(3811)|1이;가; 심장병에 걸린 사람에게 좋대요. /결론 @NPC_NAME(3528)에게도 이게 효과가 있어야 할 텐데...",3530,0,t,,0,0,1,npc_smile,,,
1935,1615,/주기 이 @ITEM_NAME(15544)|1은;는; 빨리 상해버리는데.... 여행자님 발이 빠르신 것 같으니 부탁할게요. 솔즈리언의 문 서쪽 경작지로 가서 |nn;내 동생 @NPC_NAME(3528)|r에게 전해주세요.,3530,0,t,,0,0,1,npc_smile,,,
1951,627,/받기 @ITEM_NAME(24377)을 가져왔다고요? 어디 봅시다!,809,1952,t,,0,0,1,npc_question,,,
1952,627,/놀람 으잉??? 이게 뭐야!! 이런!!!,809,9990,f,,0,0,1,npc_question,,,
1954,1624,/사실 @NPC_NAME(3601)|1과;와; 함께 살 |nn;신혼집|r을 짓고 있는데 일손이 부족하네요. 잡일꾼으로 잠시 일해보실래요?,3602,24119,t,,0,0,1,npc_sad,,,
1955,1624,"/팔짱 록, 집이... 생각보다 작네.",3601,1956,f,,0,35,1,npc_angry,,,
1956,1624,"/변명 @NPC_NAME(3601), 짓다 보니 처음 생각했던 설계도보다 나무랑 석재가 많이 들더라고. 가구 만들 걸 미처 생각 못했어.",3602,1957,f,,0,215,1,npc_sad,,,
1957,1624,"/대화 정말? 그랬구나... 뭐, 나중에 꼭 신기루 섬에 가서 더 좋은 집을 사자.",3601,24123,f,,0,0,1,npc_angry,,,
1965,1628,/감사 고맙습니다. 이제 곧 @NPC_NAME(3601)|1과;와; 하게 될 행복한 신혼생활을 생각하니 힘이 솟는 기분이네요. 당신도 집을 장만하고 싶어지면 신기루 섬을 찾아가 보세요.,3602,0,t,,0,0,1,npc_smile,,,
2044,836,/말다툼 내 친구 @NPC_NAME(3990)는 그위오니드 숲으로도 순환 마차가 다니게 하고 싶어해. 그런데 |nn;@DOODAD_NAME(677)|r 때문에 누이안이 접근하기 어려워.,8092,9642,t,,0,0,1,npc_question,,,
2047,1102,/감사 이 정도면 순환 마차가 다닐 수 있을 것 같다라라. 고맙다라라.,3990,0,t,,0,0,1,npc_smile,,,
2153,1260,/감사 당신 덕에 한숨 돌렸소. 언젠가 이 은혜를 꼭 갚겠소이다. ,2072,0,t,,1841,0,1,npc_smile,,,
2156,1274,/힘내 당신 같은 분이 지나가셔서 다행이군요. 당신이 없었더라면 동료들의 부상을 제대로 치료할 수 없었을 겁니다. ,2071,0,t,,1931,0,1,npc_smile,,,
2157,848,"/명령 저들을 막지 못한다면, 이 하얀 숲은 물론이고 서쪽의 자작나무 마을까지 휩쓸릴 것입니다. 꼭 부탁합니다.",2107,,f,,14682,0,1,npc_question,,,
2159,1281,"/받기 아... 아무튼, 무사히 돌아오셔서 다행입니다. 당신께 정말로 큰 빚을 졌습니다.",2107,0,t,,14682,0,1,npc_smile,,,
2178,1370,"/따짐 잠깐, 그 배에는 손을 대지 마시오. 죽은 이의 유해가 저승으로 돌아가기 위해 타고 갈 애도의 나룻배요. 그 안에는 고인의 가족과 친구들이 생전에 고인이 사용했던 소중한 물건이나 향기로운 꽃을 넣어두었소.",2074,2179,t,,1892,0,1,npc_angry,,,
2179,1370,/거만 애도의 물품 없이 그저 빈 배만 보내면 죽은 이가 제대로 눈을 감지 못한다오. 물건이 흐트러지면 큰일이니 우리 수호자가 아닌 사람은 함부로 손을 대면 안 되오.,2074,,f,,1907,0,1,npc_angry,,,
2181,1371,"/고민 당신이 말한 그 아가씨가 누군지는 모르겠지만, 이 하얀 숲 근처에 사는 사람이라면 이 배가 어디로 향하는지 모를 리가 없을 텐데 그런 부탁을 했다니 정말 이상한 일이오.",2074,9517,f,,1907,0,1,npc_question,,,
2184,857,/결론 최근 죽은 자들이 돌아오는 이변이 하얀 숲에 일어나고 있소. 내 생각엔 그 |nn;@NPC_NAME(2076)|r이라는 아가씨도 안식을 취하지 못하고 이승을 떠도는 불쌍한 영혼일 거요.,2074,9516,t,,1907,0,1,npc_question,,,
2189,1380,/긁기 이거 큰일이군. 이곳에 유령이 나타나 위험해지면 그다음은 자작나무 마을일 텐데.,2074,10222,t,,1907,0,1,npc_sad,,,
2193,858,"/사실 일단 위기는 넘겼지만, 여전히 위험성은 남아있소. 이곳이 시체들의 손에 떨어진다면 사태는 걷잡을 수 없을 거요.",2053,10223,t,,,0,1,npc_question,,,
2196,859,/말 얼핏 자작나무 마을에서 최근에 무슨 약혼식이 열렸다는 이야기는 들었었지. @NPC_NAME(2079)에게 물어보면 아마 자세한 사정이 나올 거야.,2054,0,f,,1892,0,1,npc_question,,,
2205,1390,"/받기 어디 보자... 분명 내가 /대화 마리아노플에서 세공해서 이 마을 애쉬 프란델에게 판 반지인데! 당신, 어디서 남의 @ITEM_NAME(15645)를 손에 넣었소? ",2079,11642,t,,1900,0,1,npc_angry,,,
2209,861,/주장 당신에게서 익숙한 기운이 느껴져요. 제 기억은 자꾸 잊힌답니다. 혹시 저를 안다면 부탁 좀 들어주실래요?,2124,11644,t,,1900,0,1,npc_sad,,,
2219,1402,/감사 생각해 보니 반지는 모라의 시체에 끼워져 있지요. /슬픔 부디 프렌달 자매가 누이 여신의 곁에서 편안한 안식을 맞이하길...,2077,0,f,,1956,0,1,npc_sad,,,
2222,1416,"/묵념 원수는 갚았지만, 공허하군요. 제 연인과 함께하려던 미래는 어디서 돌려받아야 할까요.",2077,0,t,,1956,0,1,npc_sad,,,
2227,867,/대화 이 @ITEM_NAME(3995)은 우리들의 일원임을 증명하는 것이네. 이걸 갖고 하얀 숲의 심장부에 있는 우리 수호자들의 마을로 가게.,2086,5550,t,,0,0,1,npc_question,,,
2230,1424,/받기 이건 진짜 @ITEM_NAME(3995)이로군.,2081,17005,t,,2022,0,1,npc_smile,,,
2231,1425,/대화 허어! 파괴신의 힘을 빌린 강령술사가 나타났었다니. 하얀 숲에 언제부터 어둠이 숨어들어와 있던 걸까요.,2082,2232,t,,1825,0,1,npc_sad,,,
2232,1425,/사실 당장 그에 대한 대비책을 마련해야겠군요.,2082,0,f,,1825,0,1,npc_question,,,
2248,1438,"/대화 이제 |nn;@ITEM_NAME(4878)|r을 되찾았으니, 저 괴물들을 격퇴할 때가 되었군요.",2082,0,t,,1825,0,1,npc_smile,0,,
2251,871,"/묵념 자신의 몸을 아끼지 않고 희생했던 수호자들은 마땅히 휴식을 누려야 할 것입니다. 허나, 지금 그들은 누이 여신의 품에 안겨 쉴 권리조차 빼앗긴 채 차가운 숲에 버려져있습니다.",2083,5559,t,,2018,0,1,npc_sad,,,
2253,1441,/묵념 그대에게 누이 여신의 축복이 영원히 함께하기를.,2083,0,t,,2018,0,1,npc_smile,,,
2261,872,/대화 @NPC_NAME(2103)의 존재 자체가 죽음의 여신 누이의 권능을 짓밟고 있습니다. 전 그 피조물이 만들어지는 과정에서 무수한 죽음이 유린당한 걸 잘 압니다.,2082,2262,t,,1825,0,1,npc_sad,,,
2262,872,/주기 이 @ITEM_NAME(3998)|1을;를; 사용해 하얀 숲 동부로 가는 길목을 위협하는 그 |nn;@NPC_NAME(2103)|r을 물리쳐 주세요. ,2082,5569,f,,1825,0,1,npc_question,,,
2265,1446,/박수 누이 여신께서 당신에게 얼마나 큰 소명을 맡기신 건지 알 것 같군요.,2082,0,t,,1825,0,1,npc_smile,0,,
2268,1467,/팔짱 저 괴물들을 뚫고 @NPC_NAME(2086) 님의 도움이 도착하다니 정말 놀라운 일이군. ,10766,0,t,,1919,0,1,npc_question,,,
2269,874,/비밀 내 부탁을 하나 들어주겠어?  이 @ITEM_NAME(3999) 좀 봐. /대화 아주 부글부글 잘 끓고 있는 녀석이지. 이걸 |nn;@NPC_NAME(2038)|r에게 사용해보라고. 멋진 일이 일어날 테니까.,2087,5581,t,,1870,0,1,npc_smile,,,
2273,875,/말 귀한 단서 고맙네. 마침 우리는 강력한 |nn;@NPC_NAME(2042)|r라는 자가 배후에 있다는 걸 거의 확신한 참이네.,2086,5586,t,,1919,0,1,npc_question,,,
2275,1474,/대화 이곳의 뒷수습은 우리 하얀 숲의 수호자에게 맡기게. 자넨 정말 큰일을 한 거네!,2086,,t,,1919,0,1,npc_smile,,,
2280,887,/제발 어떻게든 저 |nn;@NPC_NAME(2016)|r들을 처리해주게! 부탁이네!,2095,0,f,,1967,0,1,npc_sad,,,
2282,1496,/한숨 저주받을 멧돼지떼 같으니. 이제 저 녀석들이 파헤쳐 놓은 이 밭을 무슨 수로 복구하나.,2095,0,t,,1967,0,1,npc_sad,,,
2293,1448,/발구르기 이런 그 지겨운 마법사가 또 사람을 보내왔군. 이봐 우리도 열심히 일하고 있었다고.,2099,2294,t,,1778,0,1,,,,
2294,1448,"/화남 에이 이거 원 재수가 없을라니까, 웬 미친놈하고 엮여서는... 짜증나 죽겠군! ",2099,0,f,,1778,0,1,,,,
2298,891,/제발 이 주변에 있는 @NPC_NAME(2043) 무리가 몸에 지닌 |nn;@ITEM_NAME(4005)|r들을 모아와 주십시오.,2106,2299,t,,15583,0,1,npc_question,,,
2299,891,/말 그 녀석들은 그 @ITEM_NAME(4005)에 아주 목숨을 걸더군요.,2106,16023,f,,15583,0,1,npc_question,,,
2301,1451,/대화 뭐라고 하시는 겁니까? 고생했으니 보수를 더 줬으면 한단 말씀이십니까?,2106,16025,t,,15583,0,1,npc_question,0,,
2302,892,/제발 놀도 그들의 노예인 |nn;@NPC_NAME(2043)|r들도 아주 지겨워 죽겠다네. 에밀리오 대장에게 물건도 보내야 하는데 말이네. 제발 좀 어떻게 해주게나.,2099,5612,t,,,0,1,npc_sad,,,
2304,1482,/박수 보기보다 쓸만한 사람이군. 수고했네. 이걸 받게.,2099,0,t,,1778,0,1,npc_smile,,,
2308,1485,/비밀 저 대신에 작업 나갔다는 거 골드만 씨에게 들키면 안 돼요. 알았죠?,2100,0,t,,1983,0,1,npc_question,,,
2309,894,@NPC_GROUP_NAME(17)를 조심하시오! - 부러진 날개의 형제회 롤랑 -,,0,t,,0,0,3,,,,
2314,1503,/대화 @NPC_NAME(2097)가 부탁하던 게 이 수정을 |nn; 붉은 이끼 동굴|r에서 가져오라는 거였지.,2099,16030,t,,1778,,1,npc_question,,,
2331,899,/주장 수정 때문에 나타난 저 |nn;트롤|r을 물리쳐줘. 놈이 자칫 동굴을 빠져나가 자작나무 마을에 간다면 선량한 피해자가 생길 수 있으니까.,10537,0,t,,0,0,1,,,,
2333,1516,이제 우리... 들도 걱정 없이 살 수 있을 거... 야 끽껙!!,2102,0,t,,0,0,1,,,,
2335,1512,/공포 이... 이런 수정의 힘을 손에 넣을 때가 됐다고 생각해서 몰래 오려다가 그만 당신에게 모든 걸 들켜버렸군.,10537,2337,t,,1968,0,1,npc_angry,,,
2337,1512,/화남  난 단지 모라의 일에 대해서 @NPC_NAME(2147)에게 복수할 힘을 원했을 뿐이야! @NPC_NAME(10594)가 그 수정을 동굴에 가져다 놓으면 힘을 얻을 수 있다고 했어! ,10537,0,f,,1968,0,1,npc_angry,,,
2342,965,/감사 고맙습니다. 아노처럼 자신이 무엇을 섬기는지도 모른 채 다후타 여신에게 빠지는 자들은 쉽게 교단의 희생양이 되어버리네요.,6490,0,t,,0,0,1,npc_smile,,,
2359,1340,/한숨 하아! 내가 새끼 양이 든 상자를 주문한 건 벌써 세 번째야. 근데 그때마다 못생긴 양이 오잖아.,440,11977,t,,0,0,1,npc_sad,,,
2374,1999,바닥에 떨어진 짐 안에 쪽지가 한 장 들어있다.,,0,t,,0,0,3,,,,
2375,2000,누구냐! 우리 얼굴을 본 이상 살려둘 수 없다!,4945,0,t,,0,0,1,,,,
2377,2002,/대화 내 쪽지를 봤군요! 늦기 전에 와줘서 다행이에요!,439,0,t,,0,0,1,npc_smile,,,
2383,2132,/대화 으잉? 황금 실타래 마을에 고블린들이? 계획보다 빠르군! /반대 노르예트의 행동력이란... 아! 방금 한 말은 소식이 빨리 당도했단 소리야. 오해 마.,501,,t,,0,0,1,npc_question,,,
2387,2357,start - bubbles,,0,t,,0,0,1,,0,,
2388,2357,start - bubbles - npc,41,0,f,,0,0,1,,0,,
2389,2358,progress - Bubbles - PC,,0,t,,0,0,1,,0,,
2390,2358,progress - Bubbles - NPC,4941,0,f,,0,0,1,,0,,
2391,2361,"/한숨 내 아들, |nn;@NPC_NAME(441)|r와 연락이 되지 않아 큰일이오. 황금 실타래 마을에 무슨 일이 생긴 것인지...",5121,11979,t,,583,0,1,npc_sad,,,
2396,37,/대화 다른 것보다 먼저 해야 할 일이 있어. |nn;@NPC_NAME(537)|r들을 치료해야 해. @ITEM_NAME(4997)이면 될 거야.,458,5531,t,,0,0,1,npc_question,,,
2398,42,/칭찬 으음? 벌써 끝냈어? 놀라운데! 의외로 손이 빠르잖아! 대단해.,458,0,t,,0,0,1,npc_smile,,,
2399,214,/코막기 그런데 이건 무슨 냄새지? 아주 고약해!,458,20295,t,,0,0,1,,,,
2401,2369,/대화 오! 그 썩은 내 나는 고기가 주범인가?,458,14729,t,,0,0,1,npc_question,,,
2410,2022,/질문 하리하라에서 왔나? 대단한 모험심이군. 설마 일식 벌판의 유령 군대에 관한 소문을 듣고 온 건가?,2432,5182,t,,0,0,1,npc_question,,,
2418,2035,/변명 죽겠습니다... |nn;밤|r만 되면 |nn;@NPC_NAME(2424)|r들이 나타나 말을 달라고 하지 뭡니까.,2391,2419,t,,0,0,1,npc_sad,,,
2419,2035,/주저 원혼들은 밤만 되면 성지기 언덕을 따라 올라옵니다. 그 녀석들을 설득할 방법을 알아내야겠어요.,2391,5200,f,,0,0,1,npc_sad,,,
2420,2036,/거만 우린 일식전쟁을 끝내기 위해 왔다!,2424,13496,t,,0,0,1,,,,
2428,2040,/말 실은 |nn;@NPC_NAME(2390)|r|1이;가; 불타는 성과 내통을 하는 것 같소.,2422,13498,t,,0,0,1,npc_question,,,
2437,2056,/긁적 뭔가 불안하군요...  |nn;포격 맞은 자국|r이 있는지 확인이 돼야 제대로 동작했는지 알겠어요.,2421,5217,t,,0,0,1,npc_question,,,
2438,2061,/변명 내가 사령관 문제를 해결하는 동안 당신은 도망자들의 길에서 돌아오지 않는 |nn;퀸투스|r라는 병사를 찾아봐 주겠소?,2422,13320,f,,0,0,1,npc_question,,,
2440,2403,/사실 여기가 이 정도니 |nn;@NPC_NAME(639)|r이 있는 창고 쪽도 무사하진 않을 거요. 한번 가서 둘러봐 주겠소?,641,11022,t,,0,0,1,npc_question,,,
2444,2096,/결론 전 불탄 성 농장에서 도망친 노예랍니다.,2425,5240,t,,0,0,1,npc_sad,,,
2445,2097,/사실 어머니가 보내서 왔습니까? 내가 돌아오길 원한다고요?,2426,2447,t,,0,0,1,npc_question,,,
2447,2097,"/반대 시끄러워요! 여기 마리아가 있는 한, 난 어디도 안 갈 거요!",2426,2448,f,,0,0,1,npc_angry,,,
2448,2097,/따짐 한 번만 더 말을 걸면 가만두지 않겠습니다.,2426,0,f,,0,0,1,npc_angry,,,
2450,2100,/대화 아들을 구해야 해요... 평소 아들이 즐겨 가던 절벽에 |nn;도망자의 꽃|r이 피어 있어요.,2425,3706,t,,0,0,1,npc_sad,,,
2453,2106,"/변명 어쩌면 제 아들은 마리아란 여인이 아직도 살아있다고 믿는 게 아닐까요? 그렇다면, 아들에게 가서 마리아의 목걸이를 보여주세요.",2425,5248,t,,0,0,1,npc_question,0,,
2454,2108,/받기 이것은! @ITEM_NAME(15961)....,2426,2455,t,,0,0,1,npc_sad,,,
2455,2108,/말 마리아의 유골과 이 목걸이가 함께 바닷속에 놓여 있었단 말을 믿으라고요?,2426,2456,f,,0,0,1,npc_question,,,
2456,2108,"/괴로움  이건 거짓말일 거야, 그럴 리 없어. 어제 만났을 때만 해도 마리아는 더없이 해맑게 웃고 있었단 말입니다.",2426,25245,f,,0,0,1,npc_sad,,,
2458,2113,/결론 이곳에서 악마에게 홀린 자들을 봤을 거요. 난 그들을 홀리는 악마의 실체를 잡아내려고 여기 와 있소. 날 좀 도와주겠소?,2393,2459,t,,0,0,1,npc_question,,,
2459,2113,/주기 도망자의 길을 점령한 |nn;@NPC_NAME(2333)|r|1을;를; 처치하거나 이 정화도구를 이용해 |nn;@NPC_NAME(2335)|r|1을;를; 정화해주시오. 그리고 정화된 @ITEM_NAME(4953)|1을;를; 가져다주시기 바라오.,2393,13333,f,,0,0,1,npc_question,,,
2460,2128,/결론 십자별 평원 여기저기서 수상한 움직임이 있다는 건 익히 알고 있었소. 하지만 여긴 지원이 부족하오. 아무래도 시차일드 부두에 도움을 청해야겠소.,2387,5075,t,,0,0,1,npc_question,,,
2462,2152,/사실 반지는 저 |nn;@DOODAD_NAME(924)|r 속에서 얻은 거예요! 꼭대기 층에 있었는데...,2431,5084,t,,0,0,1,npc_sad,,,
2467,2157,"/주기 그런 일로 고민하는 건가? 내 곁에서 이 |nn;현악기|r를 /결론 연주해준다면 반지 주인의 남편, 루프스의 이야기를 해주지.",2432,2468,t,,0,0,1,npc_smile,,,
2468,2157,/결론 정말이에요? 그 이야기를 들으면 이 반지를 뺄 방법을 알 수 있을까요?,2430,2469,f,,0,1,1,npc_sad,,,
2469,2157,/대화 그야 이야기를 끝까지 듣는다면야...,2432,13355,f,,0,180,1,npc_smile,,,
2470,2158,/대화 시차일드 백작은 불탄 성의 문을 굳게 걸어 잠그고 악마의 목소리에 귀를 기울였다네.,2432,2471,t,,0,0,1,npc_question,0,,
2471,2158,"/말 백작의 동생인 루푸스는 가족들을 지키고자 했지만, 국왕의 군대가 성을 불사르는 것은 막을 수 없었네. 그리고 악마가 성에서 나타나 국왕의 군대마저 모두 전멸했네.",2432,2472,f,,0,0,1,npc_question,,,
2472,2158,"/결론 악마 전쟁은 그렇게 갑자기 시작되어 이유조차 알지 못하고 끝났다네. 전쟁의 기억조차 이젠 사라졌지만, 루푸스의 영혼은 여전히 별장에 남은 행복했던 기억에 갇혀있네.",2432,2473,f,,0,0,1,npc_question,,,
2473,2158,/변명 루푸스는 가족들이 별장으로 돌아와 다시 행복해지길 꿈꾼다네.,2432,0,f,,0,0,1,npc_smile,0,,
2474,2422,"/결론 부두도 잠잠해졌으니 괜찮으시다면, 보름 분화구 중 하나인 세 번째 별무덤 근처로 가주시겠습니까?",2427,5352,t,,0,0,1,npc_question,,,
