id,name
383,얼음 송곳니 오크의 우리를 열어 알로이지아를 구출합니다.
385,거대 말벌에게 손짓 하기
386,향로에 구슬 넣기
387,소리꾼의 시체 상태 확인
388,튼튼한 통나무 수집
392,음식이 든 봇짐 수집
393,아이템 제작
394,이펙트 발동 목표 Alias 처리
395,감정표현 목표 Alias 처리
396,사냥 목표 Alias 처리
397,대화 목표 Alias 처리
398,수집 목표 Alias 처리
399,몹그룹 사냥 목표 Alias 처리
400,아이템 사용 목표 Alias 처리
401,인터랙션 목표 Alias 처리
402,위치 목표 Alias 처리
403,상태 목표 Alias 처리
404,존 몹 사냥 목표 Alias 처리
405,아이템 그룹 수집 목표 Alias 처리
406,아이템 그룹 사용 목표 Alias 처리
407,그룹 대화 목표 Alias 처리
409,백월만의 피 묻은 손 처치
410,당나귀 살펴보기
411,회색 릴리엇 말 관찰
412,옅은 갈색 릴리엇 말 관찰
413,타조 모이주머니 따기
415,사라진 지도 조각 찾기
417,바람자취 부락 성역 안에서 깃발 꽂기
418,@NPC_NAME(7730) 물리치기
420,바람의 차원문 사용하기
421,말에게 기뻐하시오
423,낡은 날틀 줍기
424,솔즈리드 나룻배 주워들기
426,정화의 받침 위에 금조각상 놓기
427,테스트_quest_obj 사용
428,지저분한 얼룩 제거
431,헨타의 행방 찾기
433,두들링 무리 처치
434,붉은 갈기 놀 소탕
435,@NPC_NAME(3681)에게 책 읽어주기
437,시치미 약탈단과 그 하수인 처치
439,다후타 여신상 회수
440,피 묻은 손 돌격대장 처치
441,굶주린 늑대 소탕
442,양 방목장 찾기
443,고블린 약탈자 소탕
444,약탈당한 양털 회수
445,붉은 눈 크로쉬 처치
449,천막에 붙은 불 끄기
450,강탈당한 눈사자 풀어주기
451,죽은 노예의 해골을 회수하기
452,잊혀진 성에 갇힌 브리짓 구출
454,빈 무지개 병 채우기
455,웃는 얼굴 만크스 처치
456,속옷의 주인이 기다리는 곳으로
457,요정의 정수 추출
458,밴시 정화
459,밴시 처치
462,고블린 소굴 입구까지 주노 데려가기
464,망가진 시체들 처치
465,헨타 구해내기
467,살인자의 흔적 쫓아가보기
470,호라의 은총 채집하기
471,병든 사슴에게 새카만 고약 사용
472,엘프들을 위한 집 짓기
473,고리대금업자 고르삼의 하수인 퇴치
474,고리대금업자 고르삼의 하수인 처치
475,숨겨진 비밀통로 찾기
476,주인 잃은 반지 돌려주기
478,주인 잃은 귀걸이 돌려주기
479,@DOODAD_NAME(2914) 손끝으로 만지기
481,날틀 집어들기
483,캉아르에게 돌아가기
484,사랑의 반지 수색
485,아이오느의 실종 장소 조사
486,데미안의 실례 청소
487,하피 마녀가 있는 동굴 찾기
488,하피의 알 깨뜨리기
489,인어의 알 파괴
490,@NPC_NAME(5257) 앞에 @ITEM_NAME(26388) 내려놓기
492,감자 종자 되찾기
494,아드리안의 농장 찾기
496,덤불에서 @ITEM_NAME(14005) 찾기
497,카르아의 악보를 연주하기
498,아노의 나룻배 집어들기
499,무지개병 일으키는 약 마셔보기
500,흙탕물에서 잃어버린 목걸이 찾기
501,아슈란의 요리 시식
504,@NPC_NAME(8199) 쓰다듬기
505,@NPC_NAME(5935) 쓰다듬기
506,@NPC_NAME(5934) 쓰다듬기
507,@NPC_NAME(5939) 쓰다듬기
508,디르마가 만든 불멸의 요리 시식
509,마흐말바프의 아버지가 남긴 유물 수집
510,마늘 채집
511,쑥 채집
512,@NPC_GROUP_NAME(166) 구하기
513,볏짚에 불 지르기
514,@SKILL_NAME(14293)
515,@AREA_SPHERE(410)에 도착
516,@AREA_SPHERE(1119)에서 단서 찾기
517,@DOODAD_NAME(2950) 조사
519,방패 버섯 채집하기
522,쓰레기 더미에서 골동품 파면을 모아서 복원된 골동품 획득
523,살피라의 눈물 채집
524,도둑 맞은 살피라 여신의 신성한 불의 구슬 찾기
531,가시덩굴 제거하기
532,하메르에게 돌아가기
534,질좋은 통나무 벌목하기
536,@DOODAD_NAME(908) 열어서 @ITEM_NAME(4878) 찾기
538,놀의 넓적다리 뼈 수집
539,@ITEM_NAME(17471) 수집
541,유리의 집 내부 구경하기
545,@NPC_NAME(454) 처치
546,@NPC_GROUP_NAME(4) 처치
547,@ITEM_NAME(5065) 만들기
549,허수아비에 경보장치 달기
552,리네리프의 일기 읽기
553,밤의 눈 깊숙이 들어가기
554,망가진 오토뱃 되살리기
557,하얀 숲 입구의 방황하는 유령들 사냥
558,"하얀 숲 서부의 넋나간 시체, 망가진 시체 사냥"
559,부러진 날개의 형제회 소속 궁수와 전사 처치
560,@NPC_NAME(2028) 처치
561,@NPC_NAME(2016) 사냥
562,@NPC_NAME(2080) 처치
563,@NPC_NAME(2015) 처치
564,"@NPC_NAME(2043), @NPC_NAME(2044) 사냥"
565,@NPC_GROUP_NAME(184) 처치
566,"@NPC_NAME(2036), NPC_NAME(2037) 사냥"
568,땅벌레 처치
571,"@NPC_NAME(2019), @NPC_NAME(2050) 사냥"
572,@NPC_NAME(2049)와 @NPC_NAME(2051) 사냥
573,"@NPC_NAME(2018), @NPC_NAME(2047), @NPC_NAME(2048), @NPC_NAME(2017) 사냥"
574,@NPC_GROUP_NAME(193) 처치
576,@DOODAD_NAME(2955) 뒤져보기
577,승천하지 못한 디켄트라 퇴치
578,@NPC_NAME(7809)를 만나기
579,호랑이 눈 중앙 계단 위에서 첩자 찾기
580,@NPC_NAME(7953)을 대상으로 채팅창에 /절 입력
582,@ITEM_NAME(17641) 수집
583,@ITEM_NAME(17640) 수집
584,@ITEM_NAME(17639) 수집
585,@NPC_NAME(2015) 사냥
586,@ITEM_NAME(24400) 수집
587,@ITEM_NAME(17638)을 수호자들에게 사용
590,올레를 물리쳐라
591,@DOODAD_NAME(2906)를 찾아서 조사
592,@DOODAD_NAME(2908) 조사
595,@DOODAD_NAME(3027)를 깨워 처치
596,괴이한 빛이 나는 장소 찾기
600,@NPC_NAME(2052)와 @NPC_NAME(2027) 처치
601,누이안 구하기
602,엘프 구하기
603,부리부리 새 구하기
604,나뭇잎 요정 구하기
605,사슴 구하기
607,@NPC_NAME(5003) 처치
609,잡초 뽑기
610,@ITEM_NAME(3997) 회수
611,승강기 위 론반 공작의 성 지하실 도착
612,고고학자 리누스가 보이는 곳
613,모라를 만났던 곳
614,디아무이드가 서 있는 이정표 앞
615,밴시 아이오페가 지키는 밴시소굴 입구
617,수호자의 나루터가 보이는 곳
618,피투성이 흔적이 남아있는 곳
619,끔찍한 악취가 나는 곳
620,수상한 발소리가 들리는 곳
621,붉은 이끼 동굴로 가는 길목
622,마리아노플 서문 근처의 부서진 보급품 마차 찾기
623,후송지로 가는 첫 번째 길목
624,후송지로 가는 두 번째 길목
625,후송지 도착지점
626,숲의 수호자 부락 주민 베랭에게 질문
627,숲의 수호자 부락 주민 그린드 헤임에게 질문
628,숲의 수호자 부락 주민 글람벡에게 질문
631,거미 고치의 사이한을 구출해서 대화
632,정찰병의 감시 천막 찾아가기
633,검은 쇠고리 부족 오크 퇴치하기
634,수상한 주술 기둥 파괴하기
635,오틸다에게 이곳의 상황을 듣기
636,동생의 요새 옛 우물 조사하기
637,살로니키 해방전선의 비밀책 묻기
638,매우 단단한 철광석 폭파하기
639,금빛 열매가 열리는 나무 베기
640,특산 버섯 채취하기
642,@NPC_NAME(5924)를 가둔 자 손봐주기
643,에르미스를 가둔 자 손봐주기
645,저주받은 관 정화하기
646,동 론반 광산 경비 초소에 도착
647,@DOODAD_NAME(2779) 찾기
648,론반 성 지하실 내부에 들어가기
649,상어인간의 지느러미 수집하기
652,전차가 배치된 곳
654,가리여울 마을의 @NPC_NAME(1910) 앞
656,가리여울 마을의 @NPC_NAME(1911) 앞에 도착
657,자야 상단의 물건 꾸러미 내려놓기
658,유적지 석상 파괴
659,등짐내려놓기
661,잿빛안개 부족 전사와 용사를 대상으로 북 사용
662,여인이 갇힌 감옥에 구슬 던지기
664,성질 급한 가재 포획하기
665,점박이 코볼트 무리 처치
666,단단한 조임새 모으기
667,망자의 소환석 파괴하기
668,남작 저택 지붕 새 모이 뿌리기
669,멧돼지 유인용 과자 뿌리기
670,@DOODAD_NAME(3021)에서 활력 추출
671,인도자의 열매 따오기
675,옛 폐허의 원혼들에게 투명한 영혼의 뿔나팔 사용하기
676,빛깔 좋은 여우 꼬리 수집하기
677,코볼트 퇴치
678,길들어진 오우거 짐꾼에게 독이 든 버섯 먹이기
680,찬 바람 동굴을 소란스럽게 하고 있는 폭주하는 찬바람 정령을 처치합니다.
686,놀이아이 후보 첸 찾기
687,마니프의 천 주머니 찾기
688,정화된 망령 전사의 영혼을 모아 망령 전사의 무덤에 넣기
689,힐 이펙트 테스트 카운트 3
691,숲지기의 마법서 수집
692,물오른 악어의 눈알 수집하기
693,탄약 보관 상자에 폭발물 설치
694,검은 돛 해적단의 솥에 독약 풀기
696,매사냥 고원의 동물 사냥
697,@DOODAD_NAME(825)을 사용
698,@DOODAD_NAME(829)에 @ITEM_NAME(3951)사용
699,@ITEM_NAME(3950)를 @DOODAD_NAME(827)에 사용
700,@ITEM_NAME(4031)을 @DOODAD_NAME(828)에 사용
701,@ITEM_NAME(15899)을 사용
702,자유도 발견하기
705,마이어의 집 구경
707,하켐의 집 안 확인
708,물란의 집 구경하기
710,아이 울음소리가 들리는 곳 찾기
713,망토 꺼내기
714,@ITEM_NAME(13911) 수집
716,@ITEM_NAME(15060)을 사용
717,@ITEM_NAME(4000)를 이용해 @NPC_GROUP_NAME(230) 퇴치
718,@NPC_NAME(8129)와 @NPC_NAME(8130)
719,@ITEM_NAME(15613)을 사용
721,구리 광맥 깨뜨리기
722,은 광맥 깨뜨리기
723,여명의 두 기둥으로 향하는 언덕의 나무 근처에 가보기
725,축제용 나무 장식 모으기
726,유령 성주에게 성주의 보관함 얻기
727,화살로 야타 길들이고 살펴보기
728,부드러운 깃털로 기절한 사슴 깨우기
729,스레얀에게 길들인 야타 데려가기
730,@ITEM_NAME(4028)로 @DOODAD_NAME(825) 열기
731,@ITEM_NAME(3950)를 만들어 @DOODAD_NAME(827) 열기
732,@ITEM_NAME(4031)을 얻은 뒤 @DOODAD_NAME(828)
733,@ITEM_NAME(3951)으로 @DOODAD_NAME(829) 열기
736,쇼호타의 나룻배 집어들기
737,흑마법 치료제로 케빈을 치료 후 대화
738,창고 문 열기
739,@NPC_NAME(3315) 처치
740,동틀녘 반도 지키기
741,동틀녘 반도 지키기
742,지옥 늪지대 지키기
743,지옥 늪지대 지키기
744,토리니 정원의 여우와 멧돼지 처치
745,지옥 늪지대 지키기
746,지옥 늪지대 지키기
747,사과나무 묘목 심기
749,사과나무 묘목 심기
750,두 왕관 지키기
751,두 왕관 지키기
752,@NPC_NAME(5012) 처치
753,월계수 묘목 심기
755,월계수 묘목 심기
756,포도나무 묘목 심기
757,포도나무 묘목 심기
758,토마토 씨앗 뿌리기
760,토마토 수확하기
761,토마토 씨앗 뿌리기
762,토마토 수확하기
763,호밀 씨앗 심기
764,호밀 수확하기
765,호밀 씨앗 심기
766,호밀 수확하기
767,로카의 장기말들 지키기
768,로카의 장기말들 지키기
769,로카의 장기말들 지키기
770,로카의 장기말들 지키기
771,십자별 평원 지키기
772,십자별 평원 지키기
773,십자별 평원 지키기
774,십자별 평원 지키기
775,십자별 평원 지키기
776,십자별 평원 지키기
777,길 잃은 바다 지키기
779,길 잃은 바다 지키기
780,길 잃은 바다 지키기
782,길 잃은 바다 지키기
783,길 잃은 바다 지키기
784,길 잃은 바다 지키기
785,고요한 바다 지키기
786,고요한 바다 지키기
787,고요한 바다 지키기
788,고요한 바다 지키기
789,고요한 바다 지키기
790,고요한 바다 지키기
791,황금 바다 지키기
792,황금 바다 지키기
793,황금 바다 지키기
795,황금 바다 지키기
796,황금 바다 지키기
797,황금 바다 지키기
798,바위에 꽂힌 녹슨 대검 뽑기
800,바위에 꽂힌 녹슨 대검 뽑기
801,녹슨 대검에 대해 알만한 사람을 찾아가기
804,망자의 무덤 만들기
806,망자의 무덤 만들기
807,카르도아의 환영 물약 마시기
808,알 수 없는 광맥 깨뜨리기
809,밀렵꾼 처치
810,밀렵꾼 라샤 처치
816,@DOODAD_NAME(3337)에 불 밝히기
817,해적 깃발 꽂기
818,해적 깃발 꽂기
820,해적 깃발 꽂기
821,망루 위의 호송대원 소리오 찾기
822,@ITEM_NAME(17263) 수집
823,@ITEM_NAME(17264) 수집
824,@ITEM_NAME(17373) 수집
825,@ITEM_NAME(17374) 찾기
826,@ITEM_NAME(17375) 찾기
827,@ITEM_NAME(18638)를 @DOODAD_NAME(3339) 위에 놓기
828,@NPC_NAME(8024)|r를 처치
830,@ITEM_NAME(17378) 수집
831,@NPC_NAME(1466) 처치
832,@ITEM_NAME(17370) 수집
834,@ITEM_NAME(18634)에 향수 묻히기
835,@NPC_NAME(8796) 처치
836,@NPC_GROUP_NAME(264) 처치
837,@ITEM_NAME(17268) 수집
838,@NPC_NAME(1490)에게서 @ITEM_NAME(24556) 수집
839,@ITEM_NAME(18644) 수집
840,울부짖는 밴시 처치하기
841,@ITEM_NAME(17368) 수집
842,@DOODAD_NAME(3357)의 거미줄 제거
843,@NPC_GROUP_NAME(265)을 대상으로 채팅창에 /절 입력
844,@NPC_GROUP_NAME(265)을 대상으로 채팅창에 /손 입력
845,@ITEM_NAME(18646)를 @NPC_NAME(8025)에게 사용
846,@ITEM_NAME(18647) 만들기
847,@ITEM_NAME(18865)를 염원의 강 상류에서 사용
848,@NPC_NAME(8779)에게서 @ITEM_NAME(18652) 수집
849,@ITEM_NAME(24558) 수집
851,@NPC_NAME(8043)에게 @ITEM_NAME(18655) 사용
853,@ITEM_NAME(18657)수집
854,@NPC_NAME(1463)에게 @ITEM_NAME(18659) 낭독하기
855,@ITEM_NAME(24557) 수집
856,'종과 광대' 술집 근처에 도착
858,@AREA_SPHERE(1164)에 도착
859,피 묻은 손 전진기지 대포로 @NPC_NAME(8014) 처치
860,@ITEM_NAME(17434) 수집
862,@NPC_NAME(1482)와 대화
863,@ITEM_NAME(18671)을 @NPC_NAME(8777)에게 사용
864,@AREA_SPHERE(1158)에 진입
865,@NPC_NAME(8040) 처치
866,@ITEM_NAME(24560) 수집
868,@NPC_NAME(1478) 처치
869,@ITEM_NAME(17379) 수집
870,@NPC_NAME(1447)에게 @ITEM_NAME(18672) 사용
871,@ITEM_NAME(17369) 수집
874,@ITEM_NAME(17349)
876,@DOODAD_NAME(3351) 깨기
877,@NPC_NAME(1485)에게 @ITEM_NAME(18673) 연주
878,@DOODAD_NAME(3365) 얻기
879,@DOODAD_NAME(3366)에서 @ITEM_NAME(17409) 제조
880,@NPC_NAME(8022) 사냥
881,@DOODAD_NAME(3440)에서 @ITEM_NAME(18678) 수집
882,@NPC_NAME(8033)와 @NPC_NAME(8034) 처치
883,@NPC_NAME(8031) 사냥
885,@DOODAD_NAME(3616) 레버 사용
886,@DOODAD_NAME(3341)을 빨갛게 칠하기
888,@ITEM_NAME(18687) 수집
889,@NPC_NAME(8041) 또는 @NPC_NAME(8039) 처치
892,@ITEM_NAME(18690)
893,@DOODAD_NAME(3444)에 폭탄 설치하기
894,해적 깃발 꽂기
895,@ITEM_NAME(18599) 수집
899,@DOODAD_NAME(3456)에 @ITEM_NAME(18703) 뿌리기
900,하수도에 쌓인 토사 제거
901,마리아노플 잡초 제거
904,공사장 폐자재 치우기
905,@NPC_NAME(2129) 호위
907,헨타 구해내기
908,죄수의 유골 회수
909,굶주린 피난민에게 감자 수프 배식
910,이름 모를 잡초 뽑기
911,도로시에게 시체에 대해 묻기
912,관리인 깁슨에게 시체에 대해 묻기
913,가위바위보 대결(가위 내기)
914,가위바위보 대결(바위 내기)
915,가위바위보 대결(보 내기)
916,가위바위보 대결 거절
917,피고름 해적단의 솥에 독약 풀기
918,@ITEM_NAME(18726) 마시기
920,@NPC_GROUP_NAME(274)에게 @ITEM_NAME(18735)으로 노동요 연주
921,으르렁거리는 섬 발견하기
922,@ITEM_NAME(17419)을 @NPC_NAME(1475)에게 사용
923,@NPC_NAME(8778) 사냥
924,@NPC_NAME(8020) 처치
925,"@NPC_NAME(8029), @NPC_NAME(8030) 처치"
926,@DOODAD_NAME(3343) 제거
929,@ITEM_NAME(17270)를 @DOODAD_NAME(3343)에 사용
936,@NPC_NAME(8859)에게 말 걸기
937,쌓아둔 곡식 더미에 불 지르기
938,이니스테르 지키기
939,이니스테르 지키기
940,이니스테르 지키기
941,이니스테르 지키기
942,이니스테르 지키기
943,이니스테르 지키기
945,군량 저장고로 이동
946,군량 저장고 천장의 고드름 깨기
947,오염된 무명씨의 관 봉인하기
948,@NPC_GROUP_NAME(283) 처치
949,@NPC_GROUP_NAME(284) 처치
950,@NPC_GROUP_NAME(285) 처치
951,@NPC_NAME(8800) 처치
952,@NPC_GROUP_NAME(286)을 처치
953,@NPC_GROUP_NAME(287)을 처치
954,@NPC_GROUP_NAME(289) 처치
958,@NPC_GROUP_NAME(288)을 처치
959,@NPC_NAME(8013) 사냥
960,@NPC_GROUP_NAME(290) 처치
961,@NPC_GROUP_NAME(291) 처치
962,@NPC_GROUP_NAME(292) 처치
963,@NPC_GROUP_NAME(293) 처치
